date,배급사,매출액,관객수,상영횟수,매출액 점유율,관객수 점유율,상영횟수 점유율
2004.01,(주)시네마서비스,8383083000.0,1324652.0,8908.0,43.14576835969884,43.063171250821256,33.964997902924466
2004.01,씨제이이앤엠(주),6378214500.0,1015400.0,8477.0,32.8271788989173,33.00968411936411,32.3216532580928
2004.01,워너브러더스코리아(주),1720112500.0,270407.0,2532.0,8.853016900539155,8.79067328507474,9.654173180310368
2004.01,(주)쇼박스,1389304500.0,217305.0,3203.0,7.150425462575908,7.0643779865653125,12.212605330384722
2004.01,소니픽처스,774546500.0,126789.0,1398.0,3.98640975793935,4.1217892848237705,5.330384718038664
2004.01,(주)튜브엔터테인먼트,143346500.0,22957.0,464.0,0.7377709232001605,0.7463101421392967,1.7691691768025315
2004.01,와이드 릴리즈(주),102037250.0,15513.75,168.75,0.5251618709442195,0.5043371942158607,0.6434209021237656
2004.01,(유)조이앤시네마,102037250.0,15513.75,168.75,0.5251618709442195,0.5043371942158607,0.6434209021237656
2004.01,UIP코리아,102037250.0,15513.75,169.75,0.5251618709442195,0.5043371942158607,0.6472337667289435
2004.01,(주)제이앤씨미디어그룹,102037250.0,15513.75,168.75,0.5251618709442195,0.5043371942158607,0.6434209021237656
2004.01,이십세기폭스코리아(주),66022500.0,10531.0,154.0,0.3398023724121802,0.3423527510941732,0.5871811491973921
2004.01,쇼이스트(주),53446000.0,8259.0,118.5,0.27507406711259624,0.26849220124269074,0.4518244557135776
2004.01,씨제이이앤엠(주),53446000.0,8259.0,118.5,0.27507406711259624,0.26849220124269074,0.4518244557135776
2004.01,인터비스앤파트너스(주),25650500.0,4044.5,65.0,0.13201712679099745,0.13148283181088058,0.2478361993365616
2004.01,(주)영화사 진진,25650500.0,4044.5,65.0,0.13201712679099745,0.13148283181088058,0.2478361993365616
2004.01,필름뱅크(주),8704000.0,1364.0,40.0,0.04479745313303217,0.04434233714675266,0.1525145842071148
2004.01,no record,0.0,0.0,4.0,0.0,0.0,0.015251458420711482
2004.01,윤스,0.0,0.0,1.0,0.0,0.0,0.0038128646051778705
2004.01,(주)오시네마,0.0,0.0,3.0,0.0,0.0,0.01143859381553361
2004.02,(주)쇼박스,11432061000.0,1827557.0,12023.0,58.50990020921579,58.70000016059691,38.835233696178825
2004.02,(주)시네마서비스,3832719500.0,610664.0,6888.0,19.616063584240447,19.61414987224516,22.248780645369678
2004.02,코리아픽쳐스(주),1176089500.0,188896.0,2197.0,6.019289022522403,6.067222653157255,7.096482444523402
2004.02,씨제이이앤엠(주),1127069500.0,175532.0,3439.0,5.768402038254584,5.637979241243856,11.108239930230305
2004.02,워너브러더스코리아(주),812630500.0,126155.0,1757.0,4.159086402877411,4.052020549980166,5.675247908524178
2004.02,소니픽처스,445488000.0,72876.0,1342.0,2.280031433037588,2.3407320328195835,4.334765334797637
2004.02,(주)튜브엔터테인먼트,221916500.0,35321.0,919.0,1.1357805272188837,1.1344886674792871,2.9684421331438355
2004.02,이십세기폭스코리아(주),189713000.0,29501.0,824.0,0.9709612902162572,0.9475538682173904,2.6615846765076387
2004.02,UIP코리아,64115125.0,10101.75,383.5,0.3281446421298309,0.3244619602137224,1.2387351012629606
2004.02,인터비스앤파트너스(주),52992750.0,8146.0,201.0,0.2712197314475421,0.2616444802040223,0.6492457766723732
2004.02,(주)영화사 진진,52992750.0,8146.0,201.0,0.2712197314475421,0.2616444802040223,0.6492457766723732
2004.02,무비즈엔터테인먼트㈜,45975500.0,7205.0,157.0,0.2353050702816229,0.2314201423852174,0.5071223230724506
2004.02,윤스,37952500.0,6174.5,153.0,0.19424292677324434,0.19832111993858773,0.4942020091088213
2004.02,콜럼비아트라이스타㈜,18446500.0,3074.0,252.0,0.09441017452664914,0.09873497816685056,0.8139797797086469
2004.02,필름뱅크(주),12405500.0,1950.0,88.0,0.0634920131239176,0.06263279356713031,0.28424690719984497
2004.02,(주)동아수출공사,5556500.0,810.0,56.0,0.02843846446520077,0.026016698866346437,0.1808843954908104
2004.02,no record,4926000.0,463.0,56.0,0.025211531711613243,0.01487127354952889,0.1808843954908104
2004.02,와이드 릴리즈(주),1644125.0,230.25,2.5,0.008414719767632181,0.007395487548118848,0.008075196227268322
2004.02,(주)제이앤씨미디어그룹,1644125.0,230.25,2.5,0.008414719767632181,0.007395487548118848,0.008075196227268322
2004.02,(유)조이앤시네마,1644125.0,230.25,2.5,0.008414719767632181,0.007395487548118848,0.008075196227268322
2004.02,아우라엔터테인먼트,695000.0,122.0,6.0,0.0035570472065714993,0.003918564520610204,0.019380470945443973
2004.02,(주)엔터모드,0.0,0.0,9.0,0.0,0.0,0.029070706418165962
2004.03,(주)쇼박스,3714126250.0,582607.0,8325.5,31.534793968432737,31.571318024372374,22.578851734331355
2004.03,(주)시네마서비스,2746071000.0,432687.0,9681.0,23.31551955394302,23.447193188567265,26.254983321129284
2004.03,코리아픽쳐스(주),1551785000.0,245061.0,4362.0,13.175432649416376,13.279790264055732,11.829794158327232
2004.03,씨제이이앤엠(주),1524294000.0,241240.0,5090.0,12.942020276590819,13.072731292620224,13.804138529547364
2004.03,소니픽처스,975104500.0,149721.0,3416.0,8.27912608118575,8.113341078852567,9.264231280340631
2004.03,쇼이스트(주),285182500.0,44797.0,1670.0,2.4213424034529174,2.4275374884575864,4.5290592032110215
2004.03,워너브러더스코리아(주),267996000.0,39372.0,357.0,2.275420401868165,2.1335581846005782,0.9681881051175656
2004.03,(주)튜브엔터테인먼트,220630000.0,34491.0,1250.0,1.87325931455758,1.869058095729416,3.3900143736609443
