date,순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
2004.03,1,태극기 휘날리며,2004-02-05,3562299500,30.2%,14896638500,559095,2371126,72,7344,한국,한국,(주)쇼박스
2004.03,2,목포는 항구다,2004-02-20,1547360500,13.1%,2648697500,244393,421643,24,4354,한국,한국,코리아픽쳐스(주)
2004.03,3,어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장,2004-03-12,1111001000,9.4%,1111001000,174242,174242,28,3325,한국,한국,(주)시네마서비스
2004.03,4,그녀를 믿지 마세요,2004-02-20,830564000,7.0%,1859226000,131448,298161,25,2912,한국,한국,(주)시네마서비스
2004.03,5,어깨동무,2004-03-12,753218000,6.4%,753218000,119764,119764,26,3000,한국,한국,씨제이엔터테인먼트
2004.03,6,실미도,2003-12-24,553126000,4.7%,10922801000,86482,1718991,26,2369,한국,한국,(주)시네마서비스
2004.03,7,맹부삼천지교,2004-03-26,535600000,4.5%,535600000,85027,85027,29,1148,한국,한국,씨제이엔터테인먼트
2004.03,8,빅 피쉬,2004-03-05,449737500,3.8%,449737500,68174,68174,14,1097,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
2004.03,9,사마리아,2004-03-05,285182500,2.4%,285182500,44797,44797,23,1670,한국,한국,쇼이스트(주)
2004.03,10,아홉살 인생,2004-03-26,251258000,2.1%,251258000,40454,40454,27,1073,한국,한국,(주)시네마서비스
2004.03,11,사랑할 때 버려야 할 아까운 것들,2004-02-13,267996000,2.3%,897928000,39372,137052,5,357,미국,미국,워너브러더스 코리아(주)
2004.03,12,모나리자 스마일,2004-03-19,238613500,2.0%,238613500,37215,37215,18,1134,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
2004.03,13,히달고,2004-03-19,188379000,1.6%,188379000,29619,29619,15,916,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
2004.03,14,헌티드,2004-03-12,164053000,1.4%,164053000,25773,25773,15,915,미국,미국,(주)튜브엔터테인먼트
