date,순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
2005.03,1,마파도,2005-03-10,10970773000,23.1%,10970773000,1724673,1724673,178,23514,한국,한국,씨제이엔터테인먼트
2005.03,2,잠복근무,2005-03-17,6724155000,14.2%,6724155000,1070781,1070781,214,17769,한국,한국,(주)쇼박스
2005.03,3,말아톤,2005-01-27,4395280000,9.3%,26096002000,700241,4165098,153,18712,한국,한국,(주)쇼박스
2005.03,4,밀리언 달러 베이비,2005-03-10,4149702179,8.8%,4150572179,642844,642989,159,14864,미국,미국,"(주)노바미디어,(주)튜브엔터테인먼트"
2005.03,5,Mr.히치: 당신을 위한 데이트 코치,2005-03-11,3614254000,7.6%,3614254000,555694,555694,142,13853,미국,미국,소니픽쳐스릴리징코리아
2005.03,6,숨바꼭질,2005-02-25,2659486500,5.6%,4382596500,414234,688315,100,10890,미국,미국,이십세기폭스필름코퍼레이션
2005.03,7,호스티지,2005-03-18,2179296003,4.6%,2179296003,341549,341549,129,9632,미국,미국,쇼이스트(주)
2005.03,8,파송송 계란탁,2005-02-18,1798142500,3.8%,6292395500,284068,1002935,143,9987,한국,한국,씨제이엔터테인먼트
2005.03,9,쏘우,2005-03-10,1550178000,3.3%,1552353500,240251,240563,99,8774,미국,미국,(주)영화사한결
2005.03,10,콘스탄틴,2005-02-08,1310272500,2.8%,11164582000,202386,1736163,131,7155,미국,미국,워너브러더스 코리아(주)
2005.03,11,에비에이터,2005-02-18,1114293500,2.4%,3953937000,171990,616072,129,5244,독일,독일,코리아픽쳐스(주)
2005.03,12,레이,2005-02-25,987250000,2.1%,1408692500,148250,212937,64,3883,미국,미국,UIP코리아
2005.03,13,공공의 적 2,2005-01-27,923209000,1.9%,20091127000,143845,3134421,117,5882,한국,한국,(주)시네마서비스
2005.03,14,"지금, 만나러 갑니다",2005-03-25,695625500,1.5%,695625500,111311,111311,120,4549,일본,일본,"(주)디스테이션,(주)엔케이컨텐츠,롯데쇼핑㈜롯데엔터테인먼트"
2005.03,15,네버랜드를 찾아서,2005-02-25,698203000,1.5%,1287392500,107870,200339,47,3095,미국,미국,브에나비스타인터내셔널코리아
2005.03,16,코러스,2005-03-03,620382000,1.3%,624954000,96967,97662,106,5237,프랑스,프랑스,(주)영화사한결
2005.03,17,윔블던,2005-03-25,498192000,1.1%,498192000,76358,76358,67,2974,영국,영국,UIP코리아
2005.03,18,주먹이 운다(Crying Fist),2005-04-01,313959000,0.7%,313959000,51159,51159,237,1427,한국,한국,쇼이스트(주)
2005.03,19,나인 야드 2,2005-02-24,291068500,0.6%,661030500,45217,103526,77,2392,미국,미국,(주)쇼박스
2005.03,20,"여자, 정혜",2005-03-10,250681000,0.5%,250681000,38420,38420,22,1625,한국,한국,(주)쇼박스
2005.03,21,달콤한 인생,2005-04-01,234044500,0.5%,234044500,38318,38318,235,1347,한국,한국,씨제이엔터테인먼트
2005.03,22,래더 49,2005-03-25,223650500,0.5%,223650500,35526,35526,73,2650,미국,미국,브에나비스타인터내셔널코리아
2005.03,23,인게이지먼트,2005-03-11,202938500,0.4%,202938500,31137,31137,70,2609,프랑스,프랑스,워너브러더스 코리아(주)
2005.03,24,레드 아이,2005-02-18,186576500,0.4%,1313457500,29648,210793,63,1778,한국,한국,영화사청어람(주)
2005.03,25,"제니, 주노",2005-02-18,130571000,0.3%,1283847500,21711,216516,68,1648,한국,한국,쇼이스트(주)
2005.03,26,몽상가들,2005-03-25,129428500,0.3%,129428500,20042,20042,55,1862,프랑스,프랑스,"찬란,오드"
2005.03,27,맨츄리안 캔디데이트,2005-03-11,90074500,0.2%,90074500,13826,13826,47,1399,미국,미국,UIP코리아
2005.03,28,B형 남자친구,2005-02-03,77729500,0.2%,7324579000,12714,1174581,28,724,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
2005.03,29,69 식스티 나인,2005-03-25,68584000,0.1%,68584000,10309,10309,18,640,일본,일본,스폰지
