date,순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
2016.08,1,터널,2016-08-10,52803619497,22.2%,52822779497,6543038,6544954,1105,87717,한국,한국,(주)쇼박스
2016.08,2,덕혜옹주,2016-08-03,42843614789,18.0%,42893301789,5402648,5408326,964,84650,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
2016.08,3,인천상륙작전,2016-07-27,34025520196,14.3%,54641299603,4362471,6989042,1013,67349,한국,한국,씨제이이앤엠(주)
2016.08,4,부산행,2016-07-20,24207704809,10.2%,92361817148,3052987,11465821,933,49987,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
2016.08,5,마이펫의 이중생활,2016-08-03,18880465855,7.9%,18906197855,2455136,2457841,726,36940,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
2016.08,6,수어사이드 스쿼드,2016-08-03,15869653188,6.7%,15869653188,1897734,1897734,823,29479,미국,미국,워너브러더스 코리아(주)
2016.08,7,스타트렉 비욘드,2016-08-17,9429821120,4.0%,9429821120,1065748,1065748,716,33166,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
2016.08,8,제이슨 본,2016-07-27,8535623660,3.6%,21235173063,1065158,2609425,745,20481,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
2016.08,9,라이트 아웃,2016-08-24,5553173675,2.3%,5554055675,706723,706849,659,16464,미국,미국,워너브러더스 코리아(주)
2016.08,10,국가대표 2,2016-08-10,5361449842,2.3%,5419356942,694021,700926,562,19938,한국,한국,메가박스중앙(주)플러스엠
2016.08,11,명탐정 코난: 순흑의 악몽,2016-08-03,3747443500,1.6%,3759098500,506394,507689,447,7920,일본,일본,씨제이이앤엠(주)
2016.08,12,고스트버스터즈,2016-08-25,2637545275,1.1%,2637545275,335848,335848,511,9578,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
2016.08,13,도리를 찾아서,2016-07-06,1705832300,0.7%,20680440833,234004,2598202,386,3451,미국,미국,월트디즈니컴퍼니코리아(주)
2016.08,14,서울역,2016-08-17,1148058662,0.5%,1153329662,145321,145804,440,7889,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
2016.08,15,마이 리틀 자이언트,2016-08-10,947548700,0.4%,947548700,120260,120260,128,3127,미국,미국,월트디즈니컴퍼니코리아(주)
2016.08,16,플로렌스,2016-08-24,878012800,0.4%,878012800,114065,114065,382,6680,영국,영국,(주)이수C&E
2016.08,17,메카닉: 리크루트,2016-08-31,610235900,0.3%,610235900,97437,97437,290,1558,미국,"미국,프랑스",(주)제이앤씨미디어그룹
2016.08,18,아이스 에이지: 지구 대충돌,2016-07-20,602246600,0.3%,4090677100,87860,553522,314,1706,미국,미국,이십세기폭스코리아(주)
2016.08,19,슈퍼 프렌즈,2016-08-10,629398100,0.3%,659199100,85653,88975,255,2426,한국,한국,씨네그루(주)키다리이엔티
2016.08,20,나우 유 씨 미 2,2016-07-13,516598900,0.2%,25115081613,67470,3099914,293,1623,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
2016.08,21,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,460928700,0.2%,2466913080,64937,330665,226,1135,일본,일본,씨제이이앤엠(주)
2016.08,22,태풍이 지나가고,2016-07-27,518743400,0.2%,711809272,62795,85890,69,2151,일본,일본,(주)티캐스트
2016.08,23,올레,2016-08-25,491866300,0.2%,491866300,62650,62650,338,4610,한국,한국,"(주)대명문화공장,(주)리틀빅픽쳐스"
2016.08,24,죽은 시인의 사회,1990-05-19,376894400,0.2%,377596400,48377,48518,92,1689,미국,미국,"(주)드림팩트엔터테인먼트,브에나비스타픽쳐스"
2016.08,25,빅,2016-07-27,315345660,0.1%,1173961720,45731,160814,297,1108,미국,"미국,인도",(주)이수C&E
2016.08,26,갤럭시 히어로즈: 라쳇 앤 클랭크,2016-08-17,326918100,0.1%,326918100,45174,45174,237,2135,미국,미국,(주)영화사 빅
2016.08,27,최악의 하루,2016-08-25,345910390,0.1%,345910390,43452,43452,199,2958,한국,한국,CGV아트하우스
2016.08,28,굿 윌 헌팅,1998-03-21,323988600,0.1%,323988600,40585,40585,85,1534,미국,미국,(주)영화사오원
2016.08,29,범죄의 여왕,2016-08-25,290464600,0.1%,290464600,37038,37038,270,3250,한국,한국,"(주)콘텐츠판다,TCO(주)더콘텐츠온"
2016.08,30,나의 산티아고,2016-07-14,266103500,0.1%,697625800,35263,91142,43,1245,독일,독일,(주)영화사 진진
2016.08,31,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,2016-08-17,252367920,0.1%,252367920,32807,32807,170,1543,한국,한국,(주)삼지애니메이션
