date,순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
2017.05,1,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,23406256586,15.7%,23406268586,2729961,2729963,1218,63549,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
2017.05,2,보안관,2017-05-03,20662061109,13.8%,20808934009,2565550,2582676,1091,63386,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
2017.05,3,보스 베이비,2017-05-03,18176041004,12.2%,18191209004,2349140,2351036,1116,45831,미국,미국,씨제이이앤엠(주)
2017.05,4,캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,15319659120,10.2%,15319659120,1865118,1865118,1357,49664,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
2017.05,5,겟 아웃,2017-05-17,14994241175,10.0%,14994241175,1838593,1838593,945,45393,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
2017.05,6,에이리언: 커버넌트,2017-05-09,10704551764,7.2%,10704551764,1302132,1302132,841,41557,미국,"미국,호주,뉴질랜드",이십세기폭스코리아(주)
2017.05,7,임금님의 사건수첩,2017-04-26,7042322805,4.7%,12644703723,911215,1633552,1038,28053,한국,한국,씨제이이앤엠(주)
2017.05,8,불한당: 나쁜 놈들의 세상,2017-05-17,7192773325,4.8%,7192773325,890777,890777,860,35947,한국,한국,씨제이이앤엠(주)
2017.05,9,노무현입니다,2017-05-25,6452243712,4.3%,6452243712,823799,823799,775,21825,한국,한국,"CGV아트하우스,영화사 풀"
2017.05,10,특별시민,2017-04-26,3497036300,2.3%,10487828945,457002,1361246,1134,18511,한국,한국,(주)쇼박스
2017.05,11,분노의 질주: 더 익스트림,2017-04-12,3582044000,2.4%,29976123348,453212,3652536,755,12973,미국,"미국,일본,프랑스,캐나다",유니버설픽쳐스인터내셔널 코리아(유)
2017.05,12,킹 아서: 제왕의 검,2017-05-17,3341895655,2.2%,3367353655,411961,414832,588,20227,영국,"영국,호주,미국",워너브러더스 코리아(주)
2017.05,13,석조저택 살인사건,2017-05-09,2796578386,1.9%,2806182386,349412,350625,539,17862,한국,한국,씨네그루(주)키다리이엔티
2017.05,14,목소리의 형태,2017-05-09,2124617714,1.4%,2153144914,270720,273826,466,10903,일본,일본,(주)디스테이션
2017.05,15,스머프: 비밀의 숲,2017-04-28,1911729600,1.3%,3112990500,265936,425790,537,7285,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
2017.05,16,원더 우먼,2017-05-31,1346313200,0.9%,1346313200,210260,210260,941,4188,미국,미국,워너브러더스 코리아(주)
2017.05,17,대립군,2017-05-31,895344000,0.6%,895344000,146984,146984,809,3594,한국,한국,이십세기폭스코리아(주)
2017.05,18,슈퍼 빼꼼: 스파이 대작전,2017-05-03,687058900,0.5%,706398900,96097,98572,358,3265,한국,한국,메가박스중앙(주)플러스엠
2017.05,19,극장판 또봇: 로봇군단의 습격,2017-04-27,637423000,0.4%,1089135300,84399,141592,187,2473,한국,한국,씨제이이앤엠(주)
2017.05,20,"서서평, 천천히 평온하게",2017-04-26,436937200,0.3%,737298500,59555,99901,194,2489,한국,한국,커넥트픽쳐스(주)
2017.05,21,미녀와 야수,2017-03-16,335281200,0.2%,42129282079,43514,5137625,250,1416,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
2017.05,22,너와 100번째 사랑,2017-05-25,303788500,0.2%,315599800,38875,40360,140,1999,일본,일본,(주)디스테이션
2017.05,23,극장판 쿠로코의 농구 라스트 게임,2017-04-27,284787000,0.2%,397107000,38867,53597,86,1886,일본,일본,(주)박수엔터테인먼트
2017.05,24,언노운 걸,2017-05-03,186439200,0.1%,195130200,23278,24321,67,1366,벨기에,"벨기에,프랑스",오드
2017.05,25,댄서,2017-04-13,157085149,0.1%,331098549,19412,41151,35,941,영국,"영국,러시아,우크라이나,미국",(주)엣나인필름
2017.05,26,오두막,2017-04-20,149396500,0.1%,524579000,19223,68551,31,539,미국,미국,판씨네마(주)
2017.05,27,나는 부정한다,2017-04-26,149807100,0.1%,240231625,18545,29928,93,1143,영국,"영국,미국",(주)티캐스트
2017.05,28,로스트 인 파리,2017-05-18,143603238,0.1%,143603238,18037,18037,85,1132,프랑스,"프랑스,벨기에",그린나래미디어(주)
2017.05,29,오즈의 마법사 2,2017-05-03,138541700,0.1%,143173700,17956,18535,142,905,멕시코,멕시코,㈜코리아스크린
2017.05,30,인카네이트,2017-05-25,137437200,0.1%,137437200,17359,17359,229,2020,미국,미국,판씨네마(주)
2017.05,31,8 마일,2003-02-21,146158500,0.1%,159236500,17281,19268,69,1333,미국,미국,"유니버설픽쳐스인터내셔널 코리아(유),유아이피-씨아이씨영화및비디오배급(유)"
2017.05,32,아빠는 딸,2017-04-12,116015900,0.1%,5048686395,16565,646217,300,1127,한국,한국,메가박스중앙(주)플러스엠
2017.05,33,길,2017-05-11,70303600,0.0%,71759600,15469,15677,72,542,한국,한국,(주)더블앤조이픽쳐스
2017.05,34,"나의 사랑, 그리스",2017-04-20,104433100,0.1%,230414000,12693,28844,25,462,그리스,그리스,(주)팝엔터테인먼트
2017.05,35,악마는 프라다를 입는다,2006-10-25,88613800,0.1%,8377431400,10920,1378107,73,940,미국,미국,"(주)퍼스트런,글뫼 주식회사,이십세기폭스코리아(주)"
2017.05,36,키즈모노가타리 III : 냉혈편,2017-05-18,80888000,0.1%,80888000,10241,10241,81,943,일본,일본,(주)박수엔터테인먼트
2017.05,37,히든 피겨스,2017-03-23,73652100,0.0%,3579365033,9569,449306,38,271,미국,미국,이십세기폭스코리아(주)
2017.05,38,세일즈맨,2017-05-11,71997000,0.0%,77622500,9528,10295,55,769,이란,"이란,프랑스",찬란
2017.05,39,정글북,2017-05-18,72471900,0.0%,72471900,9479,9479,120,645,인도,인도,(주)팝엔터테인먼트
2017.05,40,극장판 마이 리틀 포니 : 이퀘스트리아 걸스,2017-05-03,66800000,0.0%,74804500,8705,9701,102,651,캐나다,"캐나다,미국",(주)팝엔터테인먼트
2017.05,41,부니베어: 브램블의 신비한 모험,2017-05-18,58729500,0.0%,58729500,8676,8676,170,822,중국,중국,예지림엔터테인먼트
2017.05,42,마리안느와 마가렛,2017-04-20,57751100,0.0%,189136400,8580,26955,29,368,한국,한국,(주)팝엔터테인먼트
2017.05,43,마차 타고 고래고래,2017-05-18,71085000,0.0%,73825000,8554,8828,83,850,한국,한국,와이드 릴리즈(주)
2017.05,44,런던 프라이드,2017-04-27,59511800,0.0%,93487000,7830,12195,34,549,영국,영국,(주)영화사 진진
2017.05,45,흑집사 -북 오브 더 아틀란틱-,2017-04-13,54366500,0.0%,285103000,7655,37954,34,248,일본,일본,(주)박수엔터테인먼트
2017.05,46,클로저,2005-02-03,45690500,0.0%,1629709032,6702,244677,42,554,미국,미국,"(주)퍼스트런,글뫼 주식회사,소니픽쳐스릴리징코리아"
2017.05,47,"카페, 한 사람을 기다리다",2017-05-11,51967000,0.0%,57335000,6477,7044,107,1280,대만,대만,"(주)드림팩트엔터테인먼트,(주)일레븐엔터테인먼트"
2017.05,48,7번째 내가 죽던 날,2017-05-31,36953000,0.0%,38861000,5633,5951,225,417,미국,미국,씨네그루(주)키다리이엔티
2017.05,49,라라랜드,2016-12-07,44358000,0.0%,29271002233,5281,3504530,12,223,미국,미국,판씨네마(주)
2017.05,50,네루다,2017-05-25,39329300,0.0%,39329300,5157,5157,37,339,칠레,"칠레,아르헨티나,프랑스",(주)에스와이코마드
2017.05,51,더 플랜,2017-04-20,35902788,0.0%,263526895,4874,34225,55,369,한국,한국,(주)엣나인필름
2017.05,52,파운더,2017-04-20,36917500,0.0%,275304900,4750,34593,51,242,미국,미국,CGV아트하우스
2017.05,53,쇠파리,2017-05-25,34547600,0.0%,34547600,4580,4580,56,383,한국,한국,(주)영화사 그램
2017.05,54,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,2017-04-13,28439500,0.0%,317454000,4076,45484,42,220,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
2017.05,55,공각기동대 : 고스트 인 더 쉘,2017-03-29,27896000,0.0%,6285970884,3723,764072,5,36,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
2017.05,56,이터너티,2017-05-18,26089700,0.0%,31192600,3523,4178,45,342,프랑스,프랑스,(주)라이크 콘텐츠
2017.05,57,위 아 엑스,2017-05-25,30833700,0.0%,30833700,3351,3351,19,233,영국,영국,(주)라이크 콘텐츠
2017.05,58,암살교실: 졸업편,2017-04-21,14490000,0.0%,21189500,2898,3772,1,8,일본,일본,(주)에이원엔터테인먼트
2017.05,59,가디언즈 오브 갤럭시,2014-07-31,26149900,0.0%,11383641684,2866,1343721,58,120,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
2017.05,60,꿈의 제인,2017-05-31,23091500,0.0%,27581000,2781,3383,76,155,한국,한국,"(주)엣나인필름,CGV아트하우스"
2017.05,61,북경의 55일,,5484000,0.0%,6522000,2737,3256,2,28,미국,미국,
2017.05,62,내 아내와 결혼해 주세요,2017-05-18,19100000,0.0%,19480000,2462,2538,49,398,일본,일본,(주)스마일이엔티
2017.05,63,고려 아리랑: 천산의 디바,2017-05-25,16522900,0.0%,17517400,2388,2586,21,146,한국,한국,(주)시네마달
2017.05,64,존 윅 - 리로드,2017-02-22,15775000,0.0%,2204897600,2150,276057,20,154,미국,미국,(주)제이앤씨미디어그룹
2017.05,65,뮤지엄,2017-05-18,16312000,0.0%,16312000,2056,2056,65,606,일본,일본,주식회사 더쿱
2017.05,66,아메리칸 패스토럴,2017-05-25,15257400,0.0%,15257400,2009,2009,24,194,미국,미국,(주)드림팩트엔터테인먼트
2017.05,67,노틀담의 꼽추,1971-07-31,3578000,0.0%,24251000,1796,12121,1,26,프랑스,프랑스,
2017.05,68,지니어스,2017-04-13,13205500,0.0%,208882937,1790,27099,9,78,영국,"영국,미국",(주)라이크 콘텐츠
2017.05,69,일 포스티노,1996-03-09,12077000,0.0%,107788200,1630,14293,6,64,이탈리아,"이탈리아,프랑스",(주)영화사 진진
2017.05,70,간츠: 오,2017-05-11,12687500,0.0%,12687500,1625,1625,47,395,일본,일본,(주)미디어캐슬
2017.05,71,"컴, 투게더",2017-05-11,12364200,0.0%,17371100,1590,2282,16,290,한국,한국,"스토리 너머,파인스토리"
2017.05,72,바람에 젖은 여자,2017-05-25,11360000,0.0%,11360000,1500,1500,10,75,일본,일본,"(주)오렌지옐로우하임,홀리가든"
2017.05,73,루팡 3세: 칼리오스트로의 성,2017-05-25,11065000,0.0%,12189000,1467,1693,57,372,일본,일본,(주)에이원엔터테인먼트
2017.05,74,황야의 역마차,,2927000,0.0%,3520000,1461,1774,1,15,미국,미국,
2017.05,75,십계,1973-06-16,3606000,0.0%,32270072,1423,16518,2,17,미국,미국,
2017.05,76,천국보다 낯선,1995-11-11,13035200,0.0%,19802100,1417,2325,5,37,미국,미국,(주)영화사 안다미로
2017.05,77,파워배틀 와치카: 와치가면의 역습,2017-06-01,11928000,0.0%,11928000,1401,1401,3,8,한국,한국,(주)삼지애니메이션
2017.05,78,다이노 어드벤처: 먹이사슬의 제왕,2017-04-27,8907000,0.0%,14319500,1374,2168,34,176,영국,영국,(주)박수엔터테인먼트
2017.05,79,십계: 구원의 길,2017-04-13,6624500,0.0%,104079500,1338,15974,9,53,브라질,브라질,씨네그루(주)키다리이엔티
2017.05,80,그대품에 다시한번,1988-11-26,2572000,0.0%,3928000,1286,1964,1,15,프랑스,프랑스,
2017.05,81,프리즌,2017-03-23,7029500,0.0%,23790276987,1281,2931897,10,83,한국,한국,(주)쇼박스
2017.05,82,분노,2017-03-30,10283200,0.0%,234732537,1252,29061,3,61,일본,일본,메가박스중앙(주)플러스엠
2017.05,82,밤의 해변에서 혼자,2017-03-23,9086900,0.0%,437202100,1252,56785,11,161,한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
2017.05,84,귀여운 빌리,,2470000,0.0%,2470000,1230,1230,1,20,미국,미국,
2017.05,85,월터의 선택,,2374000,0.0%,2374000,1182,1182,1,16,미국,미국,
2017.05,86,바람과 함께 사라지다,1972-12-23,2369000,0.0%,51796000,1168,19596,1,9,미국,미국,(주)피터팬픽쳐스
2017.05,87,악녀,2017-06-08,8942000,0.0%,8942000,1164,1164,4,6,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
2017.05,88,헤라클레스,,2016000,0.0%,2016000,1008,1008,1,10,이탈리아,"이탈리아,스페인",
2017.05,89,나부코,2017-04-01,22924500,0.0%,52467000,993,2308,7,51,미국,미국,(주) 인스터 글로벌
2017.05,90,커피와 담배,2006-07-27,9097200,0.0%,67080200,959,9387,3,29,미국,미국,"(주)영화사 안다미로,(주)스폰지이엔티"
2017.05,91,킹 오브 프리즘,2016-08-11,8535000,0.0%,868306500,867,104719,2,4,일본,일본,(주)박수엔터테인먼트
2017.05,92,어폴로지,2017-03-16,4678500,0.0%,47991700,847,6887,5,18,캐나다,캐나다,(주)영화사 그램
2017.05,93,로즈,2017-04-12,6176000,0.0%,113253541,833,14955,8,63,아일랜드,아일랜드,(주)박수엔터테인먼트
2017.05,94,너의 이름은.,2017-01-04,7381000,0.0%,29393808856,825,3652619,1,16,일본,일본,메가박스중앙(주)플러스엠
2017.05,95,나의 붉은고래,2017-06-15,5093000,0.0%,6981000,823,1061,1,8,중국,중국,(주)영화사 빅
2017.05,96,빅 컨츄리,,2446000,0.0%,6252000,814,2733,1,9,,,
2017.05,97,대해적,,2427000,0.0%,5005000,809,2188,1,11,미국,미국,
2017.05,98,데드 맨,1998-05-23,9262000,0.0%,14419500,796,1572,3,26,미국,"미국,독일,일본",(주)영화사 안다미로
2017.05,99,청춘 합창단 - 또 하나의 꿈,2017-06-15,6240000,0.0%,6240000,780,780,3,3,한국,한국,와이드 릴리즈(주)
2017.05,100,벤허,1972-09-07,2289000,0.0%,289844432,761,47930,1,9,미국,미국,(주)팝엔터테인먼트
2017.05,101,엘 시드,1971-09-21,2253000,0.0%,15205790,751,8898,1,9,미국,"미국,이탈리아,영국",
2017.05,102,아버지와 이토씨,2017-04-20,5346500,0.0%,45256400,747,6045,9,66,일본,일본,와이드 릴리즈(주)
2017.05,103,알렉산더대왕,,2166000,0.0%,12953000,722,6132,1,11,미국,미국,
2017.05,104,애수,,1418000,0.0%,32879500,709,14753,1,11,미국,미국,
2017.05,105,나이아가라,,1400000,0.0%,12340000,695,6295,1,12,미국,미국,
2017.05,106,박서방,1960-10-05,1368000,0.0%,9376000,684,4638,1,12,한국,한국,
2017.05,107,파워레인져스: 더 비기닝,2017-04-20,4782000,0.0%,570203561,651,72495,27,61,미국,미국,(주)넥스트엔터테인먼트월드(NEW)
2017.05,108,누구를 위하여 종은 울리나,1972-03-18,1260000,0.0%,26900586,630,15204,1,6,미국,미국,
2017.05,109,삼손과 데릴라,1974-12-21,1256000,0.0%,20996318,623,11676,2,17,미국,미국,
2017.05,110,로마의 휴일,,1282000,0.0%,36663500,621,13418,1,12,미국,"미국,이탈리아",
2017.05,111,미스 슬로운,2017-03-29,4714300,0.0%,381394300,620,48051,5,20,미국,"미국,프랑스",(주)메인타이틀픽쳐스
2017.05,112,푸른노을,2017-11-23,4784000,0.0%,4784000,598,598,1,1,한국,한국,(주)드림팩트엔터테인먼트
2017.05,113,광야의 40일,2017-05-11,3921500,0.0%,4377500,597,819,10,144,미국,미국,THE 픽쳐스
2017.05,114,나는 고양이로소이다,2017-06-08,4608000,0.0%,4608000,576,576,4,4,한국,한국,(주)리틀빅픽쳐스
2017.05,115,헨리 5세,,1079000,0.0%,1821000,561,932,1,12,영국,영국,
2017.05,116,아뉴스 데이,2017-03-30,4216000,0.0%,83570100,558,11611,6,26,프랑스,프랑스,찬란
2017.05,117,쿼바디스,1973-01-13,1046000,0.0%,21847982,518,13432,1,6,미국,미국,
2017.05,118,다음 침공은 어디?,2016-09-08,2550000,0.0%,154833700,510,20476,1,3,미국,미국,판씨네마(주)
2017.05,119,검은 수선화,,1560000,0.0%,10145000,505,4609,1,11,영국,영국,
2017.05,120,39 계단,,1012000,0.0%,3102000,501,1546,1,11,영국,영국,
2017.05,121,로마 제국의 멸망,,962000,0.0%,6775000,481,3385,1,18,미국,미국,
2017.05,121,콰이강의 다리,1962-11-03,962000,0.0%,20745000,481,10307,1,6,미국,미국,
2017.05,123,지상에서 영원으로,,960000,0.0%,30059000,480,13742,1,8,미국,미국,
2017.05,124,콜로설,2017-04-20,3243000,0.0%,114967100,478,14687,9,88,캐나다,"캐나다,스페인",(주)드림팩트엔터테인먼트
2017.05,125,로건,2017-03-01,3100000,0.0%,18391060223,476,2169109,3,13,미국,미국,이십세기폭스코리아(주)
2017.05,126,벨과 세바스찬 계속되는 모험,2017-08-10,3283400,0.0%,3283400,469,469,2,4,프랑스,프랑스,C 무비
2017.05,127,황태자의 첫사랑,,926000,0.0%,23359000,463,10724,1,5,미국,미국,
2017.05,128,베이블레이드 버스트 갓 : 갓 발키리의 탄생,2017-06-01,4158000,0.0%,4158000,462,462,3,3,일본,일본,씨제이이앤엠(주)
2017.05,128,지상 최대의 쇼,,1386000,0.0%,2443000,462,997,1,12,,,
2017.05,130,패니의 여행,,2980000,0.0%,2980000,458,458,1,4,벨기에,벨기에,
2017.05,131,리볼팅 라임,,2737000,0.0%,2737000,456,456,1,4,영국,영국,
2017.05,132,작은 콜럼버스의 어드벤처,,2700000,0.0%,2700000,450,450,1,4,브라질,브라질,
2017.05,132,아마도 내일은,2017-06-01,2925000,0.0%,2925000,450,450,1,4,오스트리아,오스트리아,C 무비
2017.05,134,거울 속 소년,,2676000,0.0%,2676000,446,446,1,4,브라질,브라질,
2017.05,135,두 개의 세상,,2664000,0.0%,2664000,444,444,1,4,폴란드,폴란드,
2017.05,135,미망인,1955-12-10,1332000,0.0%,2988000,444,1082,1,8,한국,한국,
2017.05,137,랜드 오브 마인,2017-04-06,2728500,0.0%,95771400,434,12767,5,19,덴마크,"덴마크,독일","(주)싸이더스,아이 엠"
2017.05,137,지상의 밤,,3706500,0.0%,9441000,434,1216,2,16,일본,"일본,미국,독일,이탈리아,핀란드",(주)영화사 안다미로
2017.05,139,잔다르크,,862000,0.0%,5090000,431,2540,1,8,미국,미국,
2017.05,140,오직 사랑하는 이들만이 살아남는다,2014-01-09,3535500,0.0%,265040343,426,35109,2,16,영국,"영국,독일,미국,프랑스",찬란
2017.05,141,"나, 다니엘 블레이크",2016-12-08,2680000,0.0%,711593000,414,94166,2,8,영국,영국,(주)영화사 진진
2017.05,142,윈체스터 73,,750000,0.0%,1376000,393,706,1,6,미국,미국,
2017.05,143,다운 바이 로,,2970000,0.0%,6493900,385,887,2,23,미국,"미국,독일",(주)영화사 안다미로
2017.05,144,바다 탐험대 옥토넛 시즌4: 더 파이널,2017-06-01,2658000,0.0%,2658000,380,380,2,3,영국,영국,와이드 릴리즈(주)
2017.05,145,문라이트,2017-02-22,3016000,0.0%,1403094695,378,177416,3,29,미국,미국,CGV아트하우스
2017.05,146,솔로몬 왕의 보고,,711000,0.0%,10031000,369,5046,1,21,영국,영국,
2017.05,147,라이프,2017-04-05,2378000,0.0%,3791748210,359,459984,2,8,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
2017.05,147,남태평양,1971-08-07,718000,0.0%,15276924,359,8986,1,6,미국,미국,
2017.05,149,눈을 감다 더 무비,,3531000,0.0%,3531000,355,355,3,3,한국,한국,
2017.05,150,여자의 일생,,708000,0.0%,15191500,354,8232,1,8,한국,한국,
2017.05,151,하루,2017-06-15,2824000,0.0%,4728000,353,591,2,3,한국,한국,CGV아트하우스
2017.05,152,선물배달 우체국,,2112000,0.0%,2112000,352,352,1,3,스페인,스페인,
2017.05,153,오텔로,2017-04-16,8233500,0.0%,15388500,344,641,8,44,독일,독일,(주)케빈앤컴퍼니
2017.05,154,우리들의 일기,2017-06-01,2926000,0.0%,2926000,343,343,1,3,한국,한국,THE 픽쳐스
2017.05,155,열녀문,,666000,0.0%,7546000,333,3752,1,10,한국,한국,
2017.05,156,눈사람 노먼,,1932000,0.0%,1932000,322,322,1,3,일본,일본,
2017.05,156,소돔과 고모라,1974-04-25,644000,0.0%,5155000,322,2590,1,3,미국,"미국,이탈리아,프랑스",
2017.05,158,아비정전,1990-12-22,2091000,0.0%,120677000,321,16629,2,11,홍콩,홍콩,(주)디스테이션
2017.05,159,오발탄,1961-04-13,622000,0.0%,3631000,311,1813,1,8,한국,한국,
2017.05,159,원라인,2017-03-29,1557000,0.0%,3316504433,311,434777,6,42,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
2017.05,161,우리들,2016-06-16,1909000,0.0%,361908960,309,48732,2,4,한국,한국,(주)엣나인필름
2017.05,162,아가씨 참으세요,1981-09-19,589000,0.0%,589000,307,307,1,6,한국,한국,
2017.05,163,눈길,2017-03-01,2814000,0.0%,973295100,306,130015,1,1,한국,한국,"(주)엣나인필름,CGV아트하우스"
2017.05,164,용순,2017-06-08,1510000,0.0%,1510000,302,302,2,2,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
2017.05,165,돌아오지 않는 강,1971-04-27,610000,0.0%,18437858,300,10516,1,18,미국,미국,
2017.05,166,의적 일지매,,566000,0.0%,5059000,283,2495,1,8,한국,한국,
2017.05,167,발레리나,2017-02-09,846000,0.0%,1518582400,282,202693,2,49,프랑스,"프랑스,캐나다",판씨네마(주)
2017.05,167,킬리만자로의 눈,,543000,0.0%,16980000,282,8091,1,6,미국,미국,
2017.05,169,백주의 결투,,567000,0.0%,5227000,281,1922,1,9,미국,미국,
2017.05,170,시카고,2003-03-28,2596000,0.0%,157379600,278,20542,2,5,미국,미국,"씨네그루(주)키다리이엔티,코리아픽쳐스(주)"
2017.05,171,300 스파르탄,,523000,0.0%,4467000,274,2265,1,6,미국,미국,
2017.05,172,영원한 휴가,,2156500,0.0%,5793500,273,781,2,12,미국,미국,(주)영화사 안다미로
2017.05,172,뮤지컬 쉬 러브즈 미,2017-07-06,1896600,0.0%,1896600,273,273,1,2,미국,미국,C 무비
2017.05,174,클레오파트라,,534000,0.0%,11837000,267,5901,1,4,미국,"미국,영국,스위스",
2017.05,174,미스테리 트레인,,2071000,0.0%,4976000,267,668,2,12,일본,"일본,미국",(주)영화사 안다미로
2017.05,176,여자의 일생,2017-04-06,1566000,0.0%,28578100,266,4089,2,14,프랑스,프랑스,그린나래미디어(주)
2017.05,177,집으로...,2002-04-04,1723000,0.0%,1723000,265,265,1,2,한국,한국,"(주)팝엔터테인먼트,씨제이엔터테인먼트"
2017.05,178,죽은 자와 산 자,,516000,0.0%,1400000,258,700,1,8,한국,한국,
2017.05,179,너에게만 들려주고 싶어,2017-05-25,2040000,0.0%,2040000,255,255,1,1,한국,한국,(주)액티버스엔터테인먼트
2017.05,180,12인의 하숙생,1979-01-16,476000,0.0%,2578000,250,1296,1,6,한국,한국,
2017.05,180,맨체스터 바이 더 씨,2017-02-15,1637000,0.0%,446621000,250,55658,2,23,미국,미국,THE 픽쳐스
2017.05,182,로버트 강아지,,1727000,0.0%,1727000,247,247,1,2,미국,미국,
2017.05,183,엘르,2017-06-15,2097000,0.0%,2097000,246,246,1,3,프랑스,"프랑스,독일,벨기에",소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
2017.05,184,당신이 떠난 후,,491000,0.0%,2813000,243,1050,1,11,미국,미국,
2017.05,185,흔들리는 대지,,482000,0.0%,482000,241,241,1,12,이탈리아,이탈리아,
2017.05,186,[인디포럼2017]신작전02 내 사랑은 어디에,,1323000,0.0%,1323000,234,234,1,2,한국,한국,
2017.05,186,수상한 그녀,2014-01-22,1170000,0.0%,62715178849,234,8659574,1,3,한국,한국,씨제이이앤엠(주)
2017.05,188,여름이야기,1998-06-13,1658000,0.0%,3880000,231,559,1,4,프랑스,프랑스,
2017.05,189,올 리브 올리브,2017-07-13,1355000,0.0%,2126000,229,387,1,7,한국,한국,(주)시네마달
2017.05,190,킹콩,,684000,0.0%,2016000,228,875,1,15,미국,미국,
2017.05,191,바람의 형제들,,1589000,0.0%,1589000,227,227,1,2,오스트리아,오스트리아,
2017.05,192,호숫가의 비밀,,1350000,0.0%,1350000,225,225,1,2,이탈리아,이탈리아,
2017.05,193,폴란드 동화,,1344000,0.0%,1344000,224,224,1,2,폴란드,폴란드,
2017.05,193,대왕 모투 팻루,,1344000,0.0%,1344000,224,224,1,2,인도,인도,
2017.05,193,나의 혁명,,1344000,0.0%,1344000,224,224,1,2,프랑스,프랑스,
2017.05,196,맏아들 샘,,1338000,0.0%,1338000,223,223,1,2,필리핀,필리핀,
2017.05,197,화이트 릴리,2017-08-17,1819000,0.0%,1819000,222,222,1,2,일본,일본,"홀리가든,(주)오렌지옐로우하임"
2017.05,197,7번방의 선물,2013-01-23,1332000,0.0%,91433282670,222,12811435,1,2,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
2017.05,199,초대남,2017-05-23,1087000,0.0%,1087000,215,215,20,20,한국,한국,(주)제이디테크
2017.05,200,심야식당 2,2017-06-08,1712000,0.0%,1712000,214,214,1,1,일본,일본,(주)디스테이션
2017.05,201,미워도 다시 한번 2,,419000,0.0%,6492000,207,3241,1,12,한국,한국,
2017.05,202,그날이 오면,,392000,0.0%,11831000,204,5411,1,6,미국,미국,
2017.05,203,녹색광선,,1553000,0.0%,6938000,202,1053,1,1,프랑스,프랑스,
2017.05,203,전송가,,385000,0.0%,11851000,202,5923,1,6,미국,미국,
2017.05,205,사일런스,2017-02-28,1555000,0.0%,700713300,200,94738,2,20,미국,"미국,대만,멕시코",씨네그루(주)키다리이엔티
2017.05,206,행복 목욕탕,2017-03-23,1629000,0.0%,168853600,199,21763,3,18,일본,일본,(주)디스테이션
2017.05,207,스톰 인사이드,2017-05-11,1160000,0.0%,1565000,198,279,4,35,프랑스,프랑스,알토미디어(주)
2017.05,208,그대와 영원히,1958-01-15,386000,0.0%,1609000,193,810,1,12,한국,한국,
2017.05,209,라이안의 처녀,1972-02-29,946000,0.0%,946000,192,192,1,3,영국,영국,
2017.05,210,델타 보이즈,2017-06-08,1512000,0.0%,3976300,189,585,1,2,한국,한국,㈜인디스토리
2017.05,211,무법지대,,356000,0.0%,1158000,187,603,1,5,미국,미국,
