date,순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
2005.11,1,미스터 소크라테스,2005-11-10,6422711500,12.4%,6425415500,1010995,1011671,205,20474,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
2005.11,2,야수와 미녀,2005-10-27,6229621500,12.0%,8350286000,996031,1335123,195,22897,한국,한국,(주)쇼박스
2005.11,3,광식이 동생 광태,2005-11-23,5944064500,11.4%,5944064500,947752,947752,276,12321,한국,한국,(주)엠케이픽처스
2005.11,4,플라이트 플랜,2005-11-18,4259463500,8.2%,4259463500,674063,674063,164,15354,미국,미국,브에나비스타인터내셔널코리아
2005.11,5,그림형제 : 마르바덴 숲의 전설,2005-11-17,4041446500,7.8%,4041446500,637890,637890,183,12402,미국,미국,쇼이스트(주)
2005.11,6,오로라 공주,2005-10-27,3382183000,6.5%,5365343000,524377,830538,182,14924,한국,한국,(주)시네마서비스
2005.11,7,무영검,2005-11-18,3030200000,5.8%,3030200000,476025,476025,264,15432,한국,한국,씨제이엔터테인먼트
2005.11,8,유령신부(애니),2005-11-03,2736194500,5.3%,2736194500,433253,433253,124,13126,영국,영국,워너브러더스 코리아(주)
2005.11,9,나의 결혼원정기,2005-11-23,2146932500,4.1%,2146932500,355905,355905,237,9535,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
2005.11,10,"사랑해, 말순씨",2005-11-03,2191787000,4.2%,2191787000,349118,349118,170,12358,한국,한국,쇼이스트(주)
2005.11,11,월래스와 그로밋 : 거대토끼의 저주,2005-11-04,2135696000,4.1%,2138611000,347909,348214,180,11125,영국,영국,씨제이엔터테인먼트
2005.11,12,내 생애 가장 아름다운 일주일,2005-10-07,1827209500,3.5%,14710541000,284347,2290709,172,8352,한국,한국,씨제이엔터테인먼트
2005.11,13,"소년, 천국에 가다",2005-11-11,1245236000,2.4%,1256716000,205323,206963,193,7865,한국,한국,"(주)쇼박스,영화사청어람(주)"
2005.11,14,이터널 선샤인,2005-11-10,1016731000,2.0%,1016731000,155271,155271,79,4207,미국,미국,"(주)노바미디어,코리아픽쳐스(주)"
2005.11,15,레전드 오브 조로,2005-10-28,739994500,1.4%,1844907000,116999,295068,139,5198,미국,미국,소니픽쳐스릴리징코리아
2005.11,16,로드 오브 워,2005-11-18,645371500,1.2%,645371500,102953,102953,98,4046,미국,미국,미디어필름인터내셔날(주)
2005.11,17,엘리자베스타운,2005-11-18,507661000,1.0%,507661000,77581,77581,97,3329,미국,미국,UIP코리아
2005.11,18,새드무비,2005-10-20,471209500,0.9%,5628200500,76695,902077,179,4639,한국,한국,"롯데쇼핑㈜롯데엔터테인먼트,아이러브시네마"
2005.11,19,해리포터와 불의 잔,2005-12-01,450579000,0.9%,450579000,71949,71949,328,1498,미국,미국,워너브러더스 코리아(주)
2005.11,20,40살까지 못해본 사람,2005-11-04,325572000,0.6%,325572000,50339,50339,83,2951,미국,미국,UIP코리아
2005.11,21,도쿄타워,2005-11-23,267783500,0.5%,267783500,41597,41597,75,2418,일본,일본,스폰지
