date,순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
2012.12,1,레미제라블,2012-12-19,23428605500,15.6%,23428605500,3210107,3210107,696,33153,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
2012.12,2,26년,2012-11-29,19118465145,12.7%,21111878145,2655553,2940475,611,46035,한국,한국,"(주)인벤트스톤,영화사청어람(주)"
2012.12,3,호빗: 뜻밖의 여정,2012-12-13,21724069066,14.5%,21724069066,2605124,2605124,1028,44977,미국,"미국,뉴질랜드",워너브러더스 코리아(주)
2012.12,4,타워,2012-12-25,14658256500,9.8%,14658256500,2014589,2014589,617,22278,한국,한국,씨제이이앤엠(주)
2012.12,5,나의 PS 파트너,2012-12-06,13496952616,9.0%,13548606616,1778222,1786831,552,37581,한국,한국,씨제이이앤엠(주)
2012.12,6,반창꼬,2012-12-19,12432566719,8.3%,12459852719,1726459,1730535,466,26023,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
2012.12,7,가문의 영광5 - 가문의 귀환,2012-12-19,7245056500,4.8%,7245056500,1012223,1012223,447,22573,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
2012.12,8,가디언즈,2012-11-29,7119168000,4.7%,8083010500,946450,1056250,470,17928,미국,미국,씨제이이앤엠(주)
2012.12,9,주먹왕 랄프,2012-12-19,4472518000,3.0%,4473562000,616747,616863,361,9559,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
2012.12,10,브레이킹 던 part2,2012-11-15,3069766065,2.0%,18909583065,427675,2654817,348,14261,미국,미국,(주)넥스트엔터테인먼트월드(NEW)
2012.12,11,늑대소년-확장판,2012-12-06,2868180500,1.9%,2868180500,414064,414064,278,11436,한국,한국,씨제이이앤엠(주)
2012.12,12,내가 살인범이다,2012-11-08,2950222500,2.0%,20392266000,390570,2729798,312,13216,한국,한국,(주)쇼박스
2012.12,13,늑대소년,2012-10-31,2425295500,1.6%,46590107000,340833,6654390,409,11373,한국,한국,씨제이이앤엠(주)
2012.12,14,극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,2012-12-19,1280386750,0.9%,1281250750,329452,329560,275,5942,일본,일본,씨제이이앤엠(주)
2012.12,15,극장판 포켓몬스터 베스트위시「메로엣타의 반짝반짝 음악회」,2012-12-19,916970250,0.6%,916970250,273298,273298,237,4729,일본,일본,
2012.12,16,니코: 산타비행단의 모험,2012-12-25,1676033500,1.1%,1676033500,243062,243062,306,3824,핀란드,"핀란드,덴마크,아일랜드,독일",씨너스엔터테인먼트(주)
2012.12,17,잠베지아: 신비한 나무섬의 비밀,2012-12-25,1754592000,1.2%,1754592000,240603,240603,273,4343,남아프리카공화국,"남아프리카공화국,미국",롯데쇼핑㈜롯데엔터테인먼트
