date,category,전체,한국,외국
2017.11,매출액,103874566478,49781001622,54093564856
2017.11,관객수,13155930,6426532,6729398
2017.11,스크린수,20904,9774,11130
2017.11,상영횟수,528470,254869,273601
2017.12,매출액,189886613403,148069306314,41817307089
2017.12,관객수,23881676,18666435,5215241
2017.12,스크린수,20174,8829,11345
2017.12,상영횟수,539931,337727,202204
2018.01,매출액,183097961855,112741611565,70356350290
2018.01,관객수,22943456,14061620,8881836
2018.01,스크린수,18226,7395,10831
2018.01,상영횟수,545395,302084,243311
2018.02,매출액,126413965804,56020721704,70393244100
2018.02,관객수,15551760,6989199,8562561
2018.02,스크린수,19780,8559,11221
2018.02,상영횟수,504269,257294,246975
2018.03,매출액,103712715080,63213457740,40499257340
2018.03,관객수,12801511,7916144,4885367
2018.03,스크린수,19157,8534,10623
2018.03,상영횟수,543603,311231,232372
2018.04,매출액,119735148093,38011778590,81723369503
2018.04,관객수,14066243,4690560,9375683
2018.04,스크린수,18910,8627,10283
2018.04,상영횟수,528005,256434,271571
2018.05,매출액,138814866360,42903891874,95910974486
2018.05,관객수,15891715,5094177,10797538
2018.05,스크린수,17878,6327,11551
2018.05,상영횟수,526344,188812,337532
2018.06,매출액,130720862861,53217456855,77503406006
2018.06,관객수,15099844,6212328,8887516
2018.06,스크린수,18768,6620,12148
2018.06,상영횟수,525487,214909,310578
2018.07,매출액,166056684043,44322728008,121733956035
2018.07,관객수,19776669,5391934,14384735
2018.07,스크린수,19087,7164,11923
2018.07,상영횟수,562396,187323,375073
2018.08,매출액,252527529370,186170649912,66356879458
2018.08,관객수,30258275,22208501,8049774
2018.08,스크린수,16952,8624,8328
2018.08,상영횟수,578474,388679,189795
2018.09,매출액,144045927749,100808035805,43237891944
2018.09,관객수,16823946,11772617,5051329
2018.09,스크린수,18465,9693,8772
2018.09,상영횟수,564598,356329,208269
2018.10,매출액,119628060729,62799650962,56828409767
2018.10,관객수,14075357,7477689,6597668
2018.10,스크린수,21671,9082,12589
2018.10,상영횟수,563284,288847,274437
2018.11,매출액,144876831874,68243950744,76632881130
2018.11,관객수,17149948,8208351,8941597
2018.11,스크린수,18537,8206,10331
2018.11,상영횟수,526961,257648,269313
2018.12,매출액,184333255420,84292498549,100040756871
2018.12,관객수,21946545,10126167,11820378
2018.12,스크린수,21721,9331,12390
2018.12,상영횟수,574981,282398,292583
2019.01,매출액,151161478196,99614450357,51547027839
2019.01,관객수,18122443,11950823,6171620
2019.01,스크린수,23037,11938,11099
2019.01,상영횟수,576086,332355,243731
2019.02,매출액,189990807970,146336183090,43654624880
2019.02,관객수,22277733,17228752,5048981
2019.02,스크린수,18357,9862,8495
2019.02,상영횟수,543579,377578,166001
2019.03,매출액,126559017449,53449954665,73109062784
2019.03,관객수,14671693,6267605,8404088
2019.03,스크린수,21155,9608,11547
2019.03,상영횟수,562010,264888,297122
2019.04,매출액,113184671392,23535916622,89648754770
2019.04,관객수,13338963,2871973,10466990
2019.04,스크린수,20034,7434,12600
2019.04,상영횟수,508673,193054,315619
2019.05,매출액,154563004957,72430147833,82132857124
2019.05,관객수,18062457,8614235,9448222
2019.05,스크린수,18979,9400,9579
2019.05,상영횟수,543510,281148,262362
2019.06,매출액,195237798708,84708194720,110529603988
2019.06,관객수,22845579,9943592,12901987
2019.06,스크린수,18254,5863,12391
2019.06,상영횟수,557096,221727,335369
2019.07,매출액,184101302717,25376188033,158725114684
2019.07,관객수,21916465,3340740,18575725
2019.07,스크린수,21339,8347,12992
2019.07,상영횟수,597409,115468,481941
2019.08,매출액,208958173044,151959834460,56998338584
2019.08,관객수,24786121,17981401,6804720
2019.08,스크린수,20407,11368,9039
2019.08,상영횟수,634164,436373,197791
2019.09,매출액,124445262708,101553036040,22892226668
2019.09,관객수,14733642,11964689,2768953
2019.09,스크린수,22750,13261,9489
2019.09,상영횟수,563861,408023,155838
2019.10,매출액,123754715700,56279424550,67475291150
2019.10,관객수,14858383,6800894,8057489
2019.10,스크린수,23347,10107,13240
2019.10,상영횟수,581913,291684,290229
2019.11,매출액,155388033415,57704769420,97683263995
2019.11,관객수,18600679,6874030,11726649
2019.11,스크린수,20652,7448,13204
2019.11,상영횟수,588006,264317,323689
2019.12,매출액,186644838812,97845333661,88799505151
2019.12,관객수,22464622,11783131,10681491
2019.12,스크린수,23194,10706,12488
2019.12,상영횟수,615603,274338,341265
2020.01,매출액,143681067930,99273272998,44407794932
2020.01,관객수,16843696,11588401,5255295
2020.01,스크린수,19335,9483,9852
2020.01,상영횟수,608683,369258,239425
2020.02,매출액,62301347180,41725992280,20575354900
2020.02,관객수,7372106,4942369,2429737
2020.02,스크린수,18206,8678,9528
2020.02,상영횟수,496431,303287,193144
2020.03,매출액,15152740950,2526011700,12626729250
2020.03,관객수,1834725,307866,1526859
2020.03,스크린수,13183,3147,10036
2020.03,상영횟수,272883,58455,214428
2020.04,매출액,7515700040,1120062760,6395637280
2020.04,관객수,972576,146076,826500
2020.04,스크린수,14675,3484,11191
2020.04,상영횟수,161376,25110,136266
2020.05,매출액,12393715040,1742834320,10650880720
2020.05,관객수,1526236,220161,1306075
2020.05,스크린수,17678,3812,13866
2020.05,상영횟수,235218,38791,196427
2020.06,매출액,32760133800,24208838380,8551295420
2020.06,관객수,3864533,2786453,1078080
2020.06,스크린수,16308,7097,9211
2020.06,상영횟수,340937,202726,138211
2020.07,매출액,47239684650,39977714060,7261970590
2020.07,관객수,5618677,4691821,926856
2020.07,스크린수,18768,8742,10026
2020.07,상영횟수,433594,311283,122311
2020.08,매출액,77213128039,64774507400,12438620639
2020.08,관객수,8834602,7377415,1457187
2020.08,스크린수,16161,7741,8420
2020.08,상영횟수,498064,380439,117625
2020.09,매출액,26032018372,11534790912,14497227460
2020.09,관객수,2988682,1359287,1629395
2020.09,스크린수,19352,9288,10064
2020.09,상영횟수,348037,157997,190040
2020.10,매출액,41527509390,32399365140,9128144250
2020.10,관객수,4633480,3561398,1072082
2020.10,스크린수,18802,10043,8759
2020.10,상영횟수,404984,286901,118083
2020.11,매출액,32151346750,25960913420,6190433330
2020.11,관객수,3595501,2868638,726863
2020.11,스크린수,18126,9674,8452
2020.11,상영횟수,363149,272505,90644
