date,배급사,매출액,관객수,상영횟수,매출액 점유율,관객수 점유율,상영횟수 점유율
2005.05,(주)시네마서비스,14115315506,2216413,40366,25.60310215318512,25.36345315369986,20.57862404730953
2005.05,이십세기폭스필름코퍼레이션,11585077500,1829709,32915,21.013623291593074,20.93821797038865,16.780097371976243
2005.05,쇼이스트(주),9757239000,1554060,33057,17.698193621237348,17.783837221690547,16.85248910300528
2005.05,씨제이엔터테인먼트,6683255500,1076130,30846,12.1224405653279,12.314660147856484,15.725319262827867
2005.05,(주)쇼박스,4859333000,773528,14114,8.81411394187107,8.851843582886017,7.195330223547705
2005.05,소니픽쳐스릴리징코리아,2275249500,359270,14467,4.126967289375966,4.111295058515606,7.375289949274808
2005.05,(주)튜브엔터테인먼트,2021698750.0,324792.5,8324.5,3.6670635946617196,3.7167528607813893,4.243837781346384
2005.05,워너브러더스 코리아(주),1333075500,205966,5449,2.4180025016019173,2.356965507897195,2.777905228008463
2005.05,UIP코리아,824705500,129560,5614,1.4958942401123267,1.48261582592836,2.8620223802605085
2005.05,브에나비스타인터내셔널코리아,796665000,122894,3873,1.4450329054421083,1.4063336624856428,1.9744589737707425
2005.05,미디어라인코리아,286555000,45039,3230,0.5197685403763984,0.5154023941338948,1.6466569804491344
2005.05,영화사청어람(주),137292000,21341,1224,0.24902745527161096,0.2442150690115555,0.6239963294333563
2005.05,롯데쇼핑㈜롯데엔터테인먼트,120949000.0,21325.0,736.6666666666666,0.21938366174027676,0.24403197350974282,0.3755533464182237
2005.05,대원씨앤에이홀딩스,116175000,17772,263,0.21072432928487753,0.2033733286384595,0.13407764268053324
2005.05,no record,74136000,14952,384,0.1344717785742516,0.17110274644397067,0.19576355433203332
2005.05,에이원엔터테인먼트,61656000,12419,199,0.11183489775242873,0.14211643981324715,0.10145038362519437
2005.05,판씨네마(주),17352000,2621,165,0.031473970834957565,0.029993331890693357,0.08411715225204558
2005.05,스폰지,16931000.0,2688.5,262.0,0.03071033887774703,0.0307657660389657,0.1335678417577936
2005.05,(주)동숭아트센터,9843000.0,1545.0,117.5,0.017853751436634813,0.017680159393789103,0.059901608421911244
2005.05,(주)디스테이션,9451500.0,1482.0,89.16666666666667,0.017143628132007916,0.016959220855401587,0.04545724894428726
2005.05,㈜인디스토리,8402000,1372,61,0.015239989796871453,0.015700439280439255,0.031097856287119884
2005.05,에이아이씨코리아(AIC KOREA),5383000,1029,40,0.009763968707041064,0.011775329460329442,0.020392036909586807
2005.05,(주)다음미디어,3344000,657,78,0.0060655231945653575,0.0075183590431841035,0.039764471973694274
2005.05,(주)아펙스 엔터테인먼트,2700000,399,43,0.004897402100875139,0.004565944076454273,0.021921439677805816
2005.05,(주)문필름코리아,2536000,390,94,0.004599930269562723,0.004462952856684628,0.047921286737529
2005.05,씨네그루(주)다우기술,1651000,410,32,0.00299467069205365,0.0046918222339505065,0.016313629527669446
2005.05,(주)두엔터테인먼트,1476000,220,58,0.0026772464818117427,0.0025175631499246617,0.029568453518900868
2005.05,(주)노바미디어,765750.0,133.5,17.5,0.0013889576513870883,0.001527703093249738,0.008921516147944227
2005.05,(주)무비넷,696000,116,5,0.0012624414304478137,0.0013274423881420945,0.002549004613698351
2005.05,오드,631000.0,91.5,3.5,0.0011445410095008196,0.0010470774009913935,0.0017843032295888454
2005.05,찬란,631000.0,91.5,3.5,0.0011445410095008196,0.0010470774009913935,0.0017843032295888454
2005.05,㈜영화사 백두대간,524500,75,3,0.0009513657044107446,0.0008582601647470439,0.0015294027682190103
2005.05,(주)스폰지이엔티,296000.0,87.0,7.5,0.0005369003784663116,0.000995581791106571,0.003823506920547526
2005.05,(주)영화사 진진,240000.0,34.5,1.5,0.0004353246311889013,0.0003947996757836402,0.0007647013841095052
2005.05,(주)엠케이픽처스,135000,45,10,0.00024487010504375696,0.0005149560988482264,0.005098009227396702
2005.05,(주)영화사한결,112000,17,3,0.0002031514945548206,0.00019453897067599663,0.0015294027682190103
2005.05,미디어필름인터내셔날(주),76000,19,3,0.0001378527998764854,0.00021742590840258445,0.0015294027682190103
2005.05,(주)엔케이컨텐츠,12000.0,2.0,0.6666666666666666,2.176623155944506e-05,2.2886937726587834e-05,0.0003398672818264467
2005.05,(주)미로비젼,0,0,2,0.0,0.0,0.0010196018454793404
2005.05,(주)프레인글로벌,0.0,0.0,0.5,0.0,0.0,0.0002549004613698351
