date,배급사,매출액,관객수,상영횟수,매출액 점유율,관객수 점유율,상영횟수 점유율
2013.11,롯데쇼핑㈜롯데엔터테인먼트,26115371013,3613481,82622,26.487280986841316,27.006338208276425,20.329966412814805
2013.11,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),23756845746,3230126,80697,24.095167873437855,24.141229803435273,19.856300980548962
2013.11,씨제이이앤엠(주),12750061201.0,1787326.0,63147.5,12.931635298698197,13.35806953030772,15.538071628055757
2013.11,(주)쇼박스,7554671126,1117284,39511,7.662257479624913,8.350327448434326,9.722075269743238
2013.11,워너브러더스 코리아(주),5791323750.0,577964.5,16206.0,5.8737982077933415,4.3195757108941155,3.987647789766366
2013.11,주식회사 해리슨앤컴퍼니,5789105250.0,577636.5,16187.0,5.871548114051993,4.3171243132162775,3.9829726504349106
2013.11,씨너스엔터테인먼트(주),5236306160,756497,20835,5.310876591567728,5.653887161865938,5.1266593668877105
2013.11,(주)나이너스엔터테인먼트,2536434267.0,375540.6666666667,20433.333333333332,2.572555722116246,2.8067058481728844,5.027825281020984
2013.11,유니버설픽쳐스인터내셔널 코리아(유),1265906500,169655,7170,1.283934321740162,1.2679630275419014,1.7642499477122573
2013.11,(주)인벤트스톤,1140025000,154295,9440,1.156260138597778,1.1531658679943277,2.3228060678387323
2013.11,이십세기폭스코리아(주),964342000,132963,7722,0.9780752304341207,0.9937353336539084,1.900075048289268
2013.11,(주)팝엔터테인먼트,823209250.0,124172.5,6345.75,0.8349326036709483,0.9280371285104875,1.5614350217147919
2013.11,(주)넥스트엔터테인먼트월드(NEW),752155700,106663,5541,0.7628671774119943,0.7971750930223207,1.3634182650311881
2013.11,(주)영화사 빅,642753204,91533,4665,0.6519066763809617,0.6840969013585975,1.1478697358546277
2013.11,(주)마인스 엔터테인먼트,443450750.0,62987.5,1900.5,0.44976594869085207,0.4707543025392444,0.46763696312791425
2013.11,(주)박수엔터테인먼트,442936750.0,62760.5,1884.5,0.44924462879765736,0.4690577559756182,0.4637000036908995
2013.11,주식회사 마운틴픽쳐스,167580000,25859,2604,0.16996651303806112,0.19326430655863977,0.6407401483741587
2013.11,(주)영화사 진진,147516100,22115,1080,0.1496168822889004,0.16528249891891866,0.265744761998499
2013.11,no record,146926400,43703,1330,0.1490187843491788,0.3266263192517976,0.3272597532018553
2013.11,CGV아트하우스,140351100,19176,2451,0.14234984525633262,0.14331707887267398,0.6030929737577048
