date,배급사,매출액,관객수,상영횟수,매출액 점유율,관객수 점유율,상영횟수 점유율
2018.12,씨제이이앤엠(주),37276924284.0,4461446.0,115338.0,20.222571450314376,20.328694106521095,20.05944544254506
2018.12,이십세기폭스코리아(주),32963648056.0,3798633.5,85479.0,17.882637607030226,17.30857180481028,14.866404281184945
2018.12,워너브러더스 코리아(주),31492494897.0,3615539.0,58824.5,17.08454333172,16.474296979319526,10.230685883533543
2018.12,(주)쇼박스,18344404777,2124772,55100,9.95176086659057,9.681578581047724,9.582925348837614
2018.12,(주)넥스트엔터테인먼트월드(NEW),14742823227.0,1830868.0,44858.5,7.997918331886855,8.342397402415733,7.801736057365375
2018.12,메가박스중앙(주)플러스엠,12736635336.0,1550338.0,54042.0,6.9095700105658135,7.064155200738886,9.398919268636703
2018.12,롯데컬처웍스(주)롯데엔터테인먼트,12046071452,1460616,37722,6.534942067047665,6.6553345868336,6.560564609961025
2018.12,유니버설픽쳐스인터내셔널 코리아(유),6054179169.0,759492.0,26878.5,3.2843662176993846,3.4606449443408973,4.674676206692047
2018.12,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,5454781226,658386,23875,2.959195405935505,2.999952839957269,4.1523111198457
2018.12,월트디즈니컴퍼니코리아 유한책임회사,4226312300,525785,14501,2.2927562855494648,2.3957529533691977,2.5219963790107847
2018.12,(주)이수C&E,2859915325.0,356575.5,14781.0,1.5514917904985372,1.624745489552,2.570693640311593
2018.12,(주)팝엔터테인먼트,1473950904.0,182681.5,11144.0,0.7996120399662174,0.8323929803073787,1.9381509997721664
2018.12,씨네그루(주)키다리이엔티,459649950,55946,2779,0.24935812528927345,0.25491939619653115,0.4833203184105214
2018.12,(주)디스테이션,396570450.0,51675.5,2383.666666666667,0.21513776724466854,0.23546075247835138,0.41456442328818993
2018.12,(재)CBS,367725850,47916,1446,0.19948969553114185,0.21833049347858624,0.25148657086060233
2018.12,판씨네마(주),277915875.0,36261.0,1480.5,0.15076816951275215,0.16522418449008716,0.2574867691280234
2018.12,(주)엣나인필름,270463750.0,35119.5,1513.5,0.14672542368101363,0.160022910212063,0.2632260892099043
2018.12,(주)홈초이스,234262900,27840,1653,0.1270866179118012,0.12685368015785628,0.2874877604651284
2018.12,오드,214103568.0,26420.0,1920.0,0.11615026681548529,0.12038341342566679,0.33392407749125624
2018.12,(주)박수엔터테인먼트,184404825.0,25694.5,1070.5,0.10003882619000945,0.11707765390862207,0.18618006508041135
2018.12,no record,179901800,48850,1278,0.09759595445222133,0.22258628863905458,0.22226821408011743
2018.12,CGV아트하우스,168430100.0,20146.5,1301.0,0.09137260643297111,0.0917980483944056,0.22626834625839812
2018.12,씨제이 씨지브이(CJ CGV)(주),153765000,18252,572,0.08341685261818288,0.08316571013797387,0.09948154808593676
