date,배급사,매출액,관객수,상영횟수,매출액 점유율,관객수 점유율,상영횟수 점유율
2011.05,씨제이이앤엠(주),58054629000.0,7192952.666666667,144127.33333333334,52.13680272925545,51.88098602844195,39.668437325113075
2011.05,한국소니픽쳐스릴리징브에나비스타영화㈜,22201076000,2496234,46593,19.93799873889828,18.0047175727819,12.823879118157047
2011.05,롯데쇼핑㈜롯데엔터테인먼트,13305619750.0,1812978.1666666667,65042.333333333336,11.949305060518691,13.076562476295592,17.901723869026323
2011.05,유니버설픽쳐스인터내셔널 코리아(유),5694967500,750241,22694,5.114448274176742,5.411302512713738,6.246112349654584
2011.05,(주)시너지하우스 (시너지),4976854250.0,660698.5,20473.0,4.469536240503864,4.765454638171198,5.634822337819613
2011.05,(주)넥스트엔터테인먼트월드(NEW),1516439000.0,209782.5,12995.0,1.3618600679361743,1.5131092134039192,3.576638317782732
2011.05,(주)쇼박스,1353960500.0,183542.66666666666,9061.333333333334,1.2159438912563556,1.3238477946733294,2.4939678345672895
2011.05,(주)화앤담이엔티,972714500,85330,8370,0.8735603839340071,0.6154641553978832,2.30369085954917
2011.05,(주)미디어데이,811159500,123363,3030,0.7284735698416311,0.8897867643542606,0.8339526050697713
2011.05,(주)에스비에스콘텐츠허브,534043000,71435,7620,0.4796050723180018,0.5152429619225101,2.0972669474031873
2011.05,씨너스엔터테인먼트(주),502825500,67118,8076,0.4515697430559626,0.484105510160496,2.2227726859879446
2011.05,이십세기폭스코리아(주),429831500,57107,5145,0.38601642122835655,0.4118986466929206,1.4160680373214434
2011.05,주식회사 마운틴픽쳐스,167863100,25006,1214,0.15075189491300134,0.18036208449407556,0.3341315057936311
2011.05,에이원엔터테인먼트,158481500,22174,1548,0.1423266127794305,0.159935569926083,0.4260589546693089
2011.05,(주)키노아이디엠씨,98664500,16146,1104,0.08860708717784802,0.11645709894590674,0.30385599867888696
2011.05,(주)영화사 진진,64657400.0,8453.5,741.0,0.058066517121081955,0.060973001730411404,0.2039468252002312
2011.05,no record,57383500,21442,388,0.051534085583670335,0.1546558352284239,0.10678997055018855
2011.05,필라멘트픽쳐스,49974000,7030,408,0.044879876496873514,0.05070564880402108,0.11229460820741474
2011.05,㈜케이디미디어,48022000,6598,833,0.04312685454702165,0.04758973980212391,0.22926815842347179
2011.05,(주)에스피엠,37484500,6058,283,0.0336634996307491,0.043694853549752444,0.07789062284975092
2011.05,(주)바른손이앤에이,34395000,4470,330,0.030888929285427715,0.032241002866852664,0.09082652134423251
